event_id,prob_12h,prob_24h,prob_48h,prob_72h
62129708,0.22405602629039575,0.29350809255269655,0.312384140961165,0.5092091851682893
66849621,0.22405666321850407,0.293508874930737,0.31238495334149474,0.5092103519278197
67124529,0.22405472835014226,0.29350647926866713,0.3123824661950895,0.5092068218673752
69348035,0.22405441552556224,0.29350609141477635,0.31238205972238353,0.5092062686869578
69572379,0.2240542699395159,0.2935059109106697,0.3123818705532221,0.5092060112410628
69836438,0.22405485620143867,0.2935066377843981,0.31238263232031743,0.5092070479518723
70283101,0.2240560000403809,0.29350806048709527,0.3123841076376651,0.5092091372905585
70501603,0.224055298537409,0.29350718621215066,0.31238320707514317,0.5092078301513856
70993222,0.22405468080840968,0.29350642032430707,0.3123824044211236,0.5092067377974302
71474230,0.22405529491756507,0.29350718172410806,0.3123832023716539,0.509207823750282
71532972,0.224055511390842,0.2935074553730169,0.3123834678630308,0.509208298559841
72973561,0.2240552535885541,0.2935071304825728,0.31238314867028916,0.5092077506666628
73023698,0.22405460846438158,0.29350633062895226,0.31238231041996994,0.5092066098685726
74751606,0.22405523098491273,0.2935071024575782,0.3123831192999657,0.5092077106958037
74945408,0.22405529828362347,0.29350718589749614,0.3123832067453837,0.5092078297026073
75012237,0.22405621267066267,0.2935083244284061,0.3123843795908753,0.5092095342926212
75726601,0.224054986265452,0.29350679904354315,0.3123828013206526,0.5092072779491172
78173856,0.2240549245819619,0.2935067225656117,0.3123827211714246,0.5092071688718176
78227688,0.22405528604583952,0.29350717072455057,0.312383190844067,0.5092078080620823
78266693,0.2240552242877433,0.29350709415413123,0.3123831105979149,0.5092076988529495
78502343,0.22405503914529326,0.2935068646063177,0.3123828700307448,0.5092073714585685
78780565,0.22405481559006585,0.2935065874326107,0.3123825795514089,0.5092069761371871
80446138,0.22405517300414085,0.29350703429790176,0.31238303049377397,0.5092076827905877
80819726,0.22405490806612843,0.29350670208854723,0.31238269971136556,0.5092071396662275
81010506,0.22405470827899654,0.2935064543835659,0.31238244011538674,0.509206786374768
81611002,0.2240552013261828,0.2935070656853723,0.3123830807625244,0.5092076582491655
81715663,0.22405529366527946,0.2935071801714691,0.31238320074448106,0.5092078215358191
82779392,0.224054713007415,0.29350646024606986,0.31238244625931844,0.5092067947362191
83261710,0.22405522450280904,0.2935070944207793,0.3123831108773634,0.5092076992332585
84903193,0.224055232194783,0.29350710395762897,0.31238312087202574,0.5092077128352624
87245976,0.22405499099043175,0.29350680490178294,0.31238280746011504,0.5092072863044808
87273546,0.2240567173141404,0.29350894472043654,0.3123850228299697,0.5092104627133647
89909836,0.22405521012171142,0.29350707659045805,0.31238309219110444,0.5092076738026272
91234126,0.2240564273659662,0.29350858995922235,0.31238465333429755,0.5092099357688381
93027270,0.22405529279576442,0.2935071790934059,0.3123831996146659,0.5092078199982236
94627327,0.2240562022103516,0.29350831190195514,0.3123843656394292,0.5092095193607293
96570675,0.2240552261289858,0.29350709643698514,0.3123831129903564,0.5092077021088872
97225766,0.22405496409451614,0.29350677155503224,0.3123827725125653,0.5092072387433968
98446281,0.22405586780695197,0.2935078958573853,0.31238393333871045,0.5092089117252343
99649465,0.22405501988880516,0.2935068407312692,0.31238284500958313,0.5092073374065839
